"id","first_name","last_name","team","position","age","exp","pos","avg_type","points","pos_rank","drop_off","sd_pts","floor","ceiling","tier","points_vor","rank","floor_vor","floor_rank","ceiling_vor","ceiling_rank"
"7813","Alex","Smith","WAS","QB",36,15,"QB","average",24.1925,44,0.933833333333332,23.2935203794245,4.832,50.7735,10,-252.346040523009,652,-255.846333333333,668,-256.102860719211,649
"7813","Alex","Smith","WAS","QB",36,15,"QB","robust",24.1925,42,2.653,19.562907,4.832,50.7735,10,-252.386346020832,650,-255.846333333333,668,-256.102860719211,649
"7813","Alex","Smith","WAS","QB",36,15,"QB","weighted",23.3550666666667,45,0.985642484718895,28.5456755315073,4.4,47.7866754617414,10,-251.51505662068,649,-252.066666666667,638,-259.304601795995,649
"7836","Aaron","Rodgers","GBP","QB",37,15,"QB","average",283.364790455899,12,10.2393748993342,12.6538270190567,270.995,303.463503276517,5,6.82624993288943,93,10.3166666666667,85,-3.41285744269373,118
"7836","Aaron","Rodgers","GBP","QB",37,15,"QB","robust",282.8184,12,9.35933096875129,16.2656045999999,270.995,303.463503276517,5,6.23955397916751,92,10.3166666666667,85,-3.41285744269373,118
"7836","Aaron","Rodgers","GBP","QB",37,15,"QB","weighted",282.588657347966,12,11.577801090929,14.103852144501,269,303.607396968542,5,7.71853406061933,91,12.5333333333333,78,-3.48388028919436,119
"7877","Frank","Gore","NYJ","RB",37,15,"RB","average",60.6020223368182,74,1.73010567015157,16.9971154689067,42.85,84.7111094504093,12,-69.6176023151151,301,-70.3486666666667,290,-75.9581978583314,312
"7877","Frank","Gore","NYJ","RB",37,15,"RB","robust",58.6866172682957,76,2.89661726829572,19.451712,42.85,84.7111094504093,12,-68.4405930140922,299,-70.3486666666667,290,-75.9581978583314,312
"7877","Frank","Gore","NYJ","RB",37,15,"RB","weighted",59.1050428323356,75,1.02721947326222,18.1983736371872,40.6,84.4431670236753,12,-71.6264887795966,303,-72.76,278,-75.0818613284081,313
"8062","Ryan","Fitzpatrick","MIA","QB",38,15,"QB","average",167.390757804518,32,56.0401101121407,53.6983816095698,116.242,249.159053242137,8,-109.147782718492,428,-144.436333333333,640,-57.7173074770732,282
"8062","Ryan","Fitzpatrick","MIA","QB",38,15,"QB","robust",164.167876157906,32,53.4658402935361,48.48102,116.242,249.159053242137,8,-112.410969862926,455,-144.436333333333,640,-57.7173074770732,282
"8062","Ryan","Fitzpatrick","MIA","QB",38,15,"QB","weighted",169.799073251849,32,59.9901554666536,54.1581508654032,109.18,246.530365185982,8,-105.071050035497,409,-147.286666666667,610,-60.5609120717546,286
